CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
12422.0,95,3,803.5600000000001,2,3,3,23,At_risk
12423.0,0,9,1849.1100000000001,5,5,4,55,Champions
12424.0,162,2,1760.96,2,2,4,22,Hibernating
12425.0,78,1,777.2,2,1,3,21,Hibernating
12426.0,194,1,582.73,1,1,3,11,Hibernating
12427.0,11,5,708.37,5,4,3,54,Champions
12428.0,25,12,7877.2,4,5,5,45,Loyal_customers
12429.0,9,4,3750.4,5,4,5,54,Champions
12430.0,43,1,256.4,3,1,2,31,About_to_sleep
12431.0,35,18,6348.89,3,5,5,35,Loyal_customers
12432.0,42,5,5059.32,3,4,5,34,Loyal_customers
12433.0,0,7,13375.87,5,4,5,54,Champions
12434.0,84,4,765.19,2,4,3,24,At_risk
12435.0,79,2,7829.89,2,2,5,22,Hibernating
12436.0,99,1,509.01,2,1,3,21,Hibernating
12437.0,1,19,4896.66,5,5,5,55,Champions
12438.0,14,2,2906.85,4,2,5,42,Potential_loyalists
12441.0,366,1,173.55,1,1,1,11,Hibernating
12442.0,3,1,172.06,5,1,1,51,New_customers
12444.0,21,5,5005.46,4,4,5,44,Loyal_customers
12445.0,22,1,133.4,4,1,1,41,Promising
12446.0,57,1,1002.3100000000001,3,1,4,31,About_to_sleep
12447.0,243,1,476.49,1,1,3,11,Hibernating
12448.0,44,1,449.45,3,1,2,31,About_to_sleep
12449.0,22,4,4067.29,4,4,5,44,Loyal_customers
12450.0,156,2,197.88,2,2,1,22,Hibernating
12451.0,10,6,8933.52,5,4,5,54,Champions
12452.0,16,3,428.57000000000005,4,3,2,43,Potential_loyalists
12453.0,134,1,707.09,2,1,3,21,Hibernating
12454.0,53,2,5.684341886080802e-14,3,2,1,32,About_to_sleep
12455.0,73,6,2466.86,2,4,5,24,At_risk
12456.0,44,4,3153.89,3,4,5,34,Loyal_customers
12457.0,58,12,1917.78,3,5,4,35,Loyal_customers
12458.0,71,2,947.4,3,2,4,32,About_to_sleep
12461.0,94,2,826.88,2,2,3,22,Hibernating
12462.0,2,4,1124.01,5,4,4,54,Champions
12463.0,46,7,1303.63,3,4,4,34,Loyal_customers
12464.0,10,8,1212.05,5,5,4,55,Champions
12465.0,7,3,733.89,5,3,3,53,Potential_loyalists
12468.0,143,3,724.04,2,3,3,23,At_risk
12471.0,2,49,18705.52,5,5,5,55,Champions
12472.0,30,13,6229.4800000000005,4,5,5,45,Loyal_customers
12473.0,29,9,2837.73,4,5,5,45,Loyal_customers
12474.0,17,30,7064.77,4,5,5,45,Loyal_customers
12475.0,53,1,723.38,3,1,3,31,About_to_sleep
12476.0,1,20,6546.58,5,5,5,55,Champions
12477.0,22,9,13117.01,4,5,5,45,Loyal_customers
12478.0,3,1,680.99,5,1,3,51,New_customers
12479.0,3,3,477.3,5,3,3,53,Potential_loyalists
12480.0,28,4,3281.63,4,4,5,44,Loyal_customers
12481.0,22,11,5574.36,4,5,5,45,Loyal_customers
12483.0,17,13,2327.13,4,5,5,45,Loyal_customers
12484.0,32,8,4480.87,3,5,5,35,Loyal_customers
12488.0,9,3,1298.66,5,3,4,53,Potential_loyalists
12489.0,336,1,334.93,1,1,2,11,Hibernating
12490.0,5,10,5417.93,5,5,5,55,Champions
12491.0,38,1,460.40000000000003,3,1,2,31,About_to_sleep
12492.0,63,2,263.21000000000004,3,2,2,32,About_to_sleep
12493.0,165,3,416.79,2,3,2,23,At_risk
12494.0,9,13,1139.3500000000001,5,5,4,55,Champions
12497.0,81,1,1043.1,2,1,4,21,Hibernating
12498.0,21,3,403.70000000000005,4,3,2,43,Potential_loyalists
12500.0,23,13,4206.2699999999995,4,5,5,45,Loyal_customers
12501.0,315,2,2089.68,1,2,5,12,Hibernating
12502.0,95,5,3723.87,2,4,5,24,At_risk
12503.0,337,1,-1126.0,1,1,1,11,Hibernating
12504.0,18,4,114.0,4,4,1,44,Loyal_customers
12505.0,301,1,-4.5,1,1,1,11,Hibernating
12506.0,232,1,73.5,1,1,1,11,Hibernating
12507.0,134,4,1258.06,2,4,4,24,At_risk
12508.0,26,2,397.88,4,2,2,42,Potential_loyalists
12509.0,284,1,176.5,1,1,1,11,Hibernating
12510.0,142,2,982.5699999999999,2,2,4,22,Hibernating
12512.0,66,2,132.18,3,2,1,32,About_to_sleep
12513.0,84,2,586.79,2,2,3,22,Hibernating
12514.0,267,1,1017.6800000000001,1,1,4,11,Hibernating
12515.0,353,1,383.7,1,1,2,11,Hibernating
12516.0,77,2,1312.06,2,2,4,22,Hibernating
12517.0,28,6,2443.65,4,4,5,44,Loyal_customers
12518.0,0,5,2056.89,5,4,5,54,Champions
12519.0,63,1,330.84000000000003,3,1,2,31,About_to_sleep
12520.0,79,6,2582.51,2,4,5,24,At_risk
12521.0,142,1,599.68,2,1,3,21,Hibernating
12522.0,39,2,192.72,3,2,1,32,About_to_sleep
12523.0,1,13,1745.57,5,5,4,55,Champions
12524.0,9,8,4485.72,5,5,5,55,Champions
12526.0,0,3,1316.66,5,3,4,53,Potential_loyalists
12527.0,81,3,348.71000000000004,2,3,2,23,At_risk
12528.0,9,8,1922.28,5,5,4,55,Champions
12530.0,59,5,1623.63,3,4,4,34,Loyal_customers
12531.0,14,1,125.22,4,1,1,41,Promising
12532.0,30,1,349.83000000000004,4,1,2,41,Promising
12534.0,130,1,1089.18,2,1,4,21,Hibernating
12535.0,91,2,716.35,2,2,3,22,Hibernating
12536.0,7,5,4106.82,5,4,5,54,Champions
12538.0,29,1,363.95,4,1,2,41,Promising
12539.0,22,5,3852.5,4,4,5,44,Loyal_customers
12540.0,19,19,13309.04,4,5,5,45,Loyal_customers
12541.0,29,3,981.18,4,3,4,43,Potential_loyalists
12544.0,29,2,355.7,4,2,2,42,Potential_loyalists
12545.0,75,2,1000.39,2,2,4,22,Hibernating
12546.0,46,3,1141.5,3,3,4,33,Need_attention
12547.0,197,2,207.8,1,2,1,12,Hibernating
12548.0,166,1,95.19999999999999,2,1,1,21,Hibernating
12550.0,79,1,964.83,2,1,4,21,Hibernating
12551.0,357,1,168.0,1,1,1,11,Hibernating
12552.0,38,2,437.82,3,2,2,32,About_to_sleep
12553.0,8,14,3652.25,5,5,5,55,Champions
12556.0,50,2,599.56,3,2,3,32,About_to_sleep
12557.0,16,5,11990.960000000001,4,4,5,44,Loyal_customers
12558.0,1,2,1.0658141036401503e-14,5,2,1,52,Potential_loyalists
12559.0,310,3,536.21,1,3,3,13,At_risk
12560.0,5,4,2101.39,5,4,5,54,Champions
12561.0,302,1,238.85,1,1,2,11,Hibernating
12562.0,8,7,3781.7400000000002,5,4,5,54,Champions
12564.0,261,1,456.90000000000003,1,1,2,11,Hibernating
12565.0,281,2,131.17000000000002,1,2,1,12,Hibernating
12566.0,72,2,346.7,2,2,2,22,Hibernating
12567.0,22,11,9114.94,4,5,5,45,Loyal_customers
12569.0,2,35,4064.9900000000002,5,5,5,55,Champions
12571.0,39,2,519.61,3,2,3,32,About_to_sleep
12572.0,8,3,1004.72,5,3,4,53,Potential_loyalists
12573.0,227,1,160.54000000000002,1,1,1,11,Hibernating
12574.0,315,1,218.45000000000002,1,1,1,11,Hibernating
12576.0,35,6,1306.98,3,4,4,34,Loyal_customers
12577.0,35,4,564.2,3,4,3,34,Loyal_customers
12578.0,21,4,2753.36,4,4,5,44,Loyal_customers
12579.0,73,3,410.72,2,3,2,23,At_risk
12580.0,246,1,415.7,1,1,2,11,Hibernating
12581.0,39,1,197.71,3,1,1,31,About_to_sleep
12582.0,238,2,511.36,1,2,3,12,Hibernating
12583.0,2,18,7187.34,5,5,5,55,Champions
12584.0,3,18,1893.95,5,5,4,55,Champions
12585.0,234,4,1982.81,1,4,4,14,At_risk
12586.0,17,2,179.94000000000003,4,2,1,42,Potential_loyalists
12587.0,7,1,144.0,5,1,1,51,New_customers
12588.0,39,1,214.89999999999998,3,1,1,31,About_to_sleep
12589.0,28,2,646.68,4,2,3,42,Potential_loyalists
12590.0,190,3,9861.38,1,3,5,13,At_risk
12591.0,317,1,452.84999999999997,1,1,2,11,Hibernating
12592.0,92,2,437.6,2,2,2,22,Hibernating
12593.0,108,3,418.1,2,3,2,23,At_risk
12594.0,37,11,3320.2200000000003,3,5,5,35,Loyal_customers
12596.0,51,2,618.27,3,2,3,32,About_to_sleep
12597.0,19,5,3683.13,4,4,5,44,Loyal_customers
12598.0,9,9,3002.68,5,5,5,55,Champions
12599.0,29,7,1032.58,4,4,4,44,Loyal_customers
12600.0,28,11,2581.04,4,5,5,45,Loyal_customers
12601.0,189,6,569.5600000000001,1,4,3,14,At_risk
12602.0,58,1,153.12,3,1,1,31,About_to_sleep
12603.0,21,1,739.1999999999999,4,1,3,41,Promising
12604.0,79,2,254.18,2,2,2,22,Hibernating
12605.0,365,1,-7.5,1,1,1,11,Hibernating
12607.0,58,2,7.105427357601002e-15,3,2,1,32,About_to_sleep
12609.0,78,3,1126.85,2,3,4,23,At_risk
12610.0,22,7,2057.99,4,4,5,44,Loyal_customers
12611.0,52,1,1193.32,3,1,4,31,About_to_sleep
12612.0,57,2,643.59,3,2,3,32,About_to_sleep
12613.0,31,6,3218.98,4,4,5,44,Loyal_customers
12614.0,277,1,315.6,1,1,2,11,Hibernating
12615.0,2,4,2291.19,5,4,5,54,Champions
12616.0,85,5,657.25,2,4,3,24,At_risk
12617.0,29,1,352.98,4,1,2,41,Promising
12618.0,21,1,177.31,4,1,1,41,Promising
12619.0,16,13,3214.81,4,5,5,45,Loyal_customers
12620.0,14,3,1339.41,4,3,4,43,Potential_loyalists
12621.0,1,23,13612.07,5,5,5,55,Champions
12622.0,232,1,180.1,1,1,1,11,Hibernating
12623.0,276,1,305.1,1,1,2,11,Hibernating
12624.0,106,2,641.13,2,2,3,22,Hibernating
12625.0,211,3,2614.32,1,3,5,13,At_risk
12626.0,23,13,6388.35,4,5,5,45,Loyal_customers
12627.0,10,7,4478.53,5,4,5,54,Champions
12628.0,4,4,769.61,5,4,3,54,Champions
12630.0,9,2,1270.88,5,2,4,52,Potential_loyalists
12631.0,57,1,640.5,3,1,3,31,About_to_sleep
12633.0,58,5,2140.63,3,4,5,34,Loyal_customers
12635.0,89,2,1689.18,2,2,4,22,Hibernating
12637.0,67,10,5934.25,3,5,5,35,Loyal_customers
12638.0,33,1,671.69,3,1,3,31,About_to_sleep
12639.0,238,1,486.1,1,1,3,11,Hibernating
12640.0,23,3,1174.58,4,3,4,43,Potential_loyalists
12641.0,115,1,185.9,2,1,1,21,Hibernating
12642.0,25,3,1013.26,4,3,4,43,Potential_loyalists
12643.0,128,6,3344.64,2,4,5,24,At_risk
12644.0,129,1,477.90999999999997,2,1,3,21,Hibernating
12645.0,33,5,1755.38,3,4,4,34,Loyal_customers
12646.0,4,2,1346.97,5,2,4,52,Potential_loyalists
12647.0,22,13,3669.92,4,5,5,45,Loyal_customers
12648.0,154,1,318.05,2,1,2,21,Hibernating
12649.0,107,4,603.71,2,4,3,24,At_risk
12650.0,3,1,314.44,5,1,2,51,New_customers
12651.0,334,1,114.0,1,1,1,11,Hibernating
12652.0,322,2,914.5300000000001,1,2,4,12,Hibernating
12653.0,148,2,2209.85,2,2,5,22,Hibernating
12654.0,10,5,601.98,5,4,3,54,Champions
12656.0,17,8,3982.72,4,5,5,45,Loyal_customers
12657.0,11,5,1152.06,5,4,4,54,Champions
12658.0,18,1,686.05,4,1,3,41,Promising
12659.0,29,1,91.68,4,1,1,41,Promising
12660.0,11,1,245.10000000000002,5,1,2,51,New_customers
12662.0,0,12,3817.08,5,5,5,55,Champions
12664.0,8,10,4863.88,5,5,5,55,Champions
12665.0,324,2,61.75,1,2,1,12,Hibernating
12666.0,359,1,-227.44,1,1,1,11,Hibernating
12667.0,58,1,620.13,3,1,3,31,About_to_sleep
12668.0,7,6,3743.1800000000003,5,4,5,54,Champions
12669.0,150,4,1607.73,2,4,4,24,At_risk
12670.0,10,6,2986.15,5,4,5,54,Champions
12672.0,329,1,225.9,1,1,1,11,Hibernating
12673.0,5,2,610.52,5,2,3,52,Potential_loyalists
12674.0,11,7,1922.26,5,4,4,54,Champions
12676.0,24,6,1331.39,4,4,4,44,Loyal_customers
12678.0,42,13,17588.26,3,5,5,35,Loyal_customers
12679.0,52,9,1058.67,3,5,4,35,Loyal_customers
12680.0,0,4,862.81,5,4,3,54,Champions
12681.0,14,27,13677.59,4,5,5,45,Loyal_customers
12682.0,3,31,12279.82,5,5,5,55,Champions
12683.0,4,20,8221.09,5,5,5,55,Champions
12684.0,7,7,2283.63,5,4,5,54,Champions
12685.0,28,6,2863.08,4,4,5,44,Loyal_customers
12686.0,371,1,89.14,1,1,1,11,Hibernating
12688.0,113,1,4873.81,2,1,5,21,Hibernating
12689.0,25,2,1247.6100000000001,4,2,4,42,Potential_loyalists
12690.0,205,1,389.01,1,1,2,11,Hibernating
12691.0,28,6,1035.8,4,4,4,44,Loyal_customers
12693.0,120,6,830.96,2,4,3,24,At_risk
12694.0,70,2,869.67,3,2,3,32,About_to_sleep
12695.0,7,4,582.1,5,4,3,54,Champions
12697.0,21,5,939.02,4,4,4,44,Loyal_customers
12700.0,7,6,4867.99,5,4,5,54,Champions
12701.0,79,2,797.71,2,2,3,22,Hibernating
12702.0,19,1,219.0,4,1,1,41,Promising
12703.0,64,2,274.7,3,2,2,32,About_to_sleep
12704.0,7,10,2220.84,5,5,5,55,Champions
12705.0,15,14,6814.24,4,5,5,45,Loyal_customers
12707.0,291,1,603.42,1,1,3,11,Hibernating
12708.0,29,16,2616.32,4,5,5,45,Loyal_customers
12709.0,3,26,9264.1,5,5,5,55,Champions
12710.0,96,4,1130.57,2,4,4,24,At_risk
12712.0,22,17,4241.63,4,5,5,45,Loyal_customers
12713.0,0,1,848.55,5,1,3,51,New_customers
12714.0,9,5,4708.86,5,4,5,54,Champions
12715.0,106,1,343.36,2,1,2,21,Hibernating
12716.0,3,2,1053.49,5,2,4,52,Potential_loyalists
12717.0,151,3,980.98,2,3,4,23,At_risk
12718.0,71,1,238.25,3,1,2,31,About_to_sleep
12719.0,5,3,608.1,5,3,3,53,Potential_loyalists
12720.0,2,29,5713.28,5,5,5,55,Champions
12721.0,31,7,2628.98,4,4,5,44,Loyal_customers
12722.0,85,6,904.33,2,4,4,24,At_risk
12723.0,3,5,725.07,5,4,3,54,Champions
12724.0,5,4,1031.41,5,4,4,54,Champions
12725.0,371,1,427.8,1,1,2,11,Hibernating
12726.0,28,7,2609.1,4,4,5,44,Loyal_customers
12727.0,10,9,3947.7000000000003,5,5,5,55,Champions
12728.0,71,4,836.33,3,4,3,34,Loyal_customers
12729.0,113,1,453.01,2,1,2,21,Hibernating
12731.0,23,14,18793.41,4,5,5,45,Loyal_customers
12732.0,179,1,236.26000000000002,1,1,2,11,Hibernating
12733.0,234,1,383.95,1,1,2,11,Hibernating
12734.0,352,1,110.39999999999999,1,1,1,11,Hibernating
12735.0,315,2,779.5699999999999,1,2,3,12,Hibernating
12736.0,332,1,234.0,1,1,2,11,Hibernating
12738.0,372,1,155.35,1,1,1,11,Hibernating
12739.0,78,2,1013.04,2,2,4,22,Hibernating
12740.0,63,1,427.6,3,1,2,31,About_to_sleep
12743.0,134,2,540.13,2,2,3,22,Hibernating
12744.0,51,10,9120.39,3,5,5,35,Loyal_customers
12747.0,2,11,4196.01,5,5,5,55,Champions
12748.0,0,224,28405.56,5,5,5,55,Champions
12749.0,3,8,3868.2,5,5,5,55,Champions
12750.0,128,1,275.88,2,1,2,21,Hibernating
12752.0,81,1,4366.78,2,1,5,21,Hibernating
12753.0,3,11,21024.01,5,5,5,55,Champions
12754.0,235,5,2949.12,1,4,5,14,At_risk
12755.0,249,4,2203.2000000000003,1,4,5,14,At_risk
12756.0,86,1,112.08,2,1,1,21,Hibernating
12757.0,15,19,4205.25,4,5,5,45,Loyal_customers
12758.0,116,2,2791.59,2,2,5,22,Hibernating
12759.0,52,3,1531.44,3,3,4,33,Need_attention
12762.0,7,2,1898.52,5,2,4,52,Potential_loyalists
12763.0,138,2,494.08,2,2,3,22,Hibernating
12764.0,316,1,1693.88,1,1,4,11,Hibernating
12766.0,3,7,6989.63,5,4,5,54,Champions
12769.0,238,1,1143.6,1,1,4,11,Hibernating
12770.0,210,1,1351.45,1,1,4,11,Hibernating
12772.0,59,1,892.47,3,1,3,31,About_to_sleep
12775.0,17,6,1351.24,4,4,4,44,Loyal_customers
12778.0,19,7,804.23,4,4,3,44,Loyal_customers
12779.0,21,12,3868.7,4,5,5,45,Loyal_customers
12781.0,21,5,707.72,4,4,3,44,Loyal_customers
12782.0,4,6,2273.32,5,4,5,54,Champions
12783.0,2,8,1603.87,5,5,4,55,Champions
12784.0,9,2,532.82,5,2,3,52,Potential_loyalists
12785.0,2,2,305.71,5,2,2,52,Potential_loyalists
12787.0,9,3,463.66,5,3,3,53,Potential_loyalists
12789.0,65,1,91.85,3,1,1,31,About_to_sleep
12790.0,192,1,324.92,1,1,2,11,Hibernating
12791.0,373,1,192.60000000000002,1,1,1,11,Hibernating
12792.0,256,1,400.54,1,1,2,11,Hibernating
12793.0,334,2,545.48,1,2,3,12,Hibernating
12794.0,53,2,860.41,3,2,3,32,About_to_sleep
12795.0,18,1,430.48,4,1,2,41,Promising
12797.0,360,3,194.18,1,3,1,13,At_risk
12798.0,10,3,6977.04,5,3,5,53,Potential_loyalists
12802.0,183,2,412.58,1,2,2,12,Hibernating
12808.0,36,3,483.65000000000003,3,3,3,33,Need_attention
12809.0,168,2,484.36,2,2,3,22,Hibernating
12811.0,260,3,514.85,1,3,3,13,At_risk
12812.0,44,1,229.64000000000001,3,1,1,31,About_to_sleep
12814.0,101,1,125.92,2,1,1,21,Hibernating
12815.0,147,2,1063.46,2,2,4,22,Hibernating
12816.0,95,2,572.2,2,2,3,22,Hibernating
12817.0,281,1,166.04000000000002,1,1,1,11,Hibernating
12818.0,178,2,1517.88,2,2,4,22,Hibernating
12820.0,3,4,942.34,5,4,4,54,Champions
12821.0,214,1,92.72,1,1,1,11,Hibernating
12822.0,70,3,918.98,3,3,4,33,Need_attention
12823.0,74,5,1759.5,2,4,4,24,At_risk
12824.0,59,1,397.12,3,1,2,31,About_to_sleep
12826.0,2,8,1468.1200000000001,5,5,4,55,Champions
12827.0,5,3,430.15,5,3,2,53,Potential_loyalists
12828.0,2,6,1018.71,5,4,4,54,Champions
12829.0,322,3,253.05,1,3,2,13,At_risk
12830.0,37,7,6748.4,3,4,5,34,Loyal_customers
12831.0,262,1,215.05,1,1,1,11,Hibernating
12832.0,32,2,383.03000000000003,3,2,2,32,About_to_sleep
12833.0,145,1,417.38,2,1,2,21,Hibernating
12834.0,282,1,312.38,1,1,2,11,Hibernating
12836.0,59,4,2610.36,3,4,5,34,Loyal_customers
12837.0,173,1,134.1,2,1,1,21,Hibernating
12838.0,33,2,671.95,3,2,3,32,About_to_sleep
12839.0,2,16,5583.62,5,5,5,55,Champions
12840.0,143,6,2714.27,2,4,5,24,At_risk
12841.0,4,26,3845.63,5,5,5,55,Champions
12842.0,70,2,1118.99,3,2,4,32,About_to_sleep
12843.0,65,9,1680.76,3,5,4,35,Loyal_customers
12844.0,29,2,325.96000000000004,4,2,2,42,Potential_loyalists
12845.0,267,4,354.09000000000003,1,4,2,14,At_risk
12847.0,22,1,843.64,4,1,3,41,Promising
12849.0,31,2,1010.29,4,2,4,42,Potential_loyalists
12851.0,96,1,131.81,2,1,1,21,Hibernating
12852.0,290,2,299.75,1,2,2,12,Hibernating
12853.0,107,9,1881.7,2,5,4,25,Shouldn't_loose
12854.0,78,5,1280.9,2,4,4,24,At_risk
12855.0,372,1,38.1,1,1,1,11,Hibernating
12856.0,7,8,2153.53,5,5,5,55,Champions
12857.0,210,2,1106.4,1,2,4,12,Hibernating
12863.0,52,2,504.2,3,2,3,32,About_to_sleep
12864.0,138,1,147.12,2,1,1,21,Hibernating
12865.0,26,3,1548.07,4,3,4,43,Potential_loyalists
12866.0,283,1,559.12,1,1,3,11,Hibernating
12867.0,26,10,3958.74,4,5,5,45,Loyal_customers
12868.0,185,6,1607.0600000000002,1,4,4,14,At_risk
12870.0,366,1,-14.899999999999999,1,1,1,11,Hibernating
12871.0,84,2,380.64,2,2,2,22,Hibernating
12872.0,326,2,599.97,1,2,3,12,Hibernating
12873.0,282,1,374.0,1,1,2,11,Hibernating
12875.0,143,2,343.2300000000001,2,2,2,22,Hibernating
12876.0,57,2,2218.02,3,2,5,32,About_to_sleep
12877.0,3,12,1535.77,5,5,4,55,Champions
12878.0,18,3,841.64,4,3,3,43,Potential_loyalists
12879.0,44,4,552.57,3,4,3,34,Loyal_customers
12881.0,275,1,298.0,1,1,2,11,Hibernating
12882.0,9,2,1463.04,5,2,4,52,Potential_loyalists
12883.0,24,4,703.47,4,4,3,44,Loyal_customers
12884.0,88,1,309.05,2,1,2,21,Hibernating
12885.0,63,4,1158.27,3,4,4,34,Loyal_customers
12886.0,67,3,1351.09,3,3,4,33,Need_attention
12888.0,214,4,313.77,1,4,2,14,At_risk
12890.0,24,1,376.71999999999997,4,1,2,41,Promising
12891.0,185,3,331.0,1,3,2,13,At_risk
12893.0,30,1,176.55,4,1,1,41,Promising
12895.0,42,3,347.3,3,3,2,33,Need_attention
12897.0,204,2,216.5,1,2,1,12,Hibernating
12901.0,8,36,16293.1,5,5,5,55,Champions
12902.0,264,1,138.68,1,1,1,11,Hibernating
12904.0,18,2,496.06,4,2,3,42,Potential_loyalists
12906.0,11,5,2919.81,5,4,5,54,Champions
12908.0,58,4,246.0,3,4,2,34,Loyal_customers
12909.0,39,8,2128.83,3,5,5,35,Loyal_customers
12910.0,23,8,3075.04,4,5,5,45,Loyal_customers
12912.0,2,5,1662.3,5,4,4,54,Champions
12913.0,4,5,2483.63,5,4,5,54,Champions
12915.0,148,2,363.65,2,2,2,22,Hibernating
12916.0,138,5,2921.15,2,4,5,24,At_risk
12917.0,128,1,594.0,2,1,3,21,Hibernating
12919.0,8,8,1301.44,5,5,4,55,Champions
12920.0,17,1,162.78,4,1,1,41,Promising
12921.0,3,50,16389.74,5,5,5,55,Champions
12922.0,161,1,405.38,2,1,2,21,Hibernating
12923.0,64,1,172.82,3,1,1,31,About_to_sleep
12924.0,88,5,929.95,2,4,4,24,At_risk
12925.0,4,2,694.05,5,2,3,52,Potential_loyalists
12928.0,35,5,2062.7,3,4,5,34,Loyal_customers
12929.0,122,2,105.1,2,2,1,22,Hibernating
12930.0,78,4,409.90000000000003,2,4,2,24,At_risk
12931.0,21,20,33462.81,4,5,5,45,Loyal_customers
12933.0,24,4,606.28,4,4,3,44,Loyal_customers
12935.0,2,8,2156.45,5,5,5,55,Champions
12936.0,17,5,1012.9,4,4,4,44,Loyal_customers
12937.0,15,4,1504.27,4,4,4,44,Loyal_customers
12938.0,25,1,114.14,4,1,1,41,Promising
12939.0,64,8,11581.8,3,5,5,35,Loyal_customers
12940.0,46,4,862.44,3,4,3,34,Loyal_customers
12942.0,131,3,675.6,2,3,3,23,At_risk
12943.0,301,1,-3.75,1,1,1,11,Hibernating
12944.0,35,2,604.51,3,2,3,32,About_to_sleep
12945.0,288,1,462.95,1,1,2,11,Hibernating
12947.0,143,11,1407.29,2,5,4,25,Shouldn't_loose
12948.0,16,8,2053.7,4,5,5,45,Loyal_customers
12949.0,30,10,4143.02,4,5,5,45,Loyal_customers
12950.0,2,3,1843.0,5,3,4,53,Potential_loyalists
12951.0,8,8,1042.07,5,5,4,55,Champions
12952.0,5,5,1382.84,5,4,4,54,Champions
12953.0,9,1,329.85,5,1,2,51,New_customers
12955.0,1,14,4734.26,5,5,5,55,Champions
12956.0,306,1,108.07,1,1,1,11,Hibernating
12957.0,4,12,3979.04,5,5,5,55,Champions
12962.0,7,2,266.39,5,2,2,52,Potential_loyalists
12963.0,8,9,1841.03,5,5,4,55,Champions
12965.0,89,1,769.8100000000001,2,1,3,21,Hibernating
12966.0,9,1,160.18,5,1,1,51,New_customers
12967.0,3,4,1194.75,5,4,4,54,Champions
12968.0,112,1,135.95,2,1,1,21,Hibernating
12970.0,7,4,405.47,5,4,2,54,Champions
12971.0,3,89,10930.26,5,5,5,55,Champions
12974.0,197,1,144.8,1,1,1,11,Hibernating
12976.0,211,1,738.6,1,1,3,11,Hibernating
